Commodity,Geolocation,Annual 1994,Annual 1995,Annual 1996,Annual 1997,Annual 1998,Annual 1999,Annual 2000,Annual 2001,Annual 2002,Annual 2003,Annual 2004,Annual 2005,Annual 2006,Annual 2007,Annual 2008,Annual 2009,Annual 2010,Annual 2011,Annual 2012,Annual 2013,Annual 2014,Annual 2015,Annual 2016,Annual 2017,Annual 2018
Vegetables (ND),....Tarlac,31.750299,32.210275,33.787336,36.242533,47.019116,52.102748,55.746714,56.164875,55.20908,53.166069,53.876941,61.397849,71.690562,72.586619,83.064516,84.772999,87.962963,101.021505,100,102.5,111.7,124.8,143.7,142.8,161.2
Vegetables (ND),....Zambales,29.271024,28.201996,31.958868,34.529627,41.870291,50.08145,49.933822,57.376298,61.932397,57.539198,53.833232,52.810018,61.097536,62.202199,70.734066,77.046426,80.991651,93.677459,100,101.2,106.9,106.1,116.6,115.7,125.8
Vegetables (ND),....Aurora,39.447011,40.736464,51.372851,51.905312,62.362073,67.250449,62.118296,66.512702,61.168848,62.618681,64.26097,69.527842,76.982294,69.527842,80.651783,84.545804,89.600975,98.614319,100,105.6,113.3,121.3,138.5,148.1,150.5
Vegetables (ND),..Region IV-A (CALABARZON),34.663057,35.451264,40.824308,42.515042,51.726835,60.89651,61.33574,65.655836,63.128761,62.924188,63.694344,67.039711,72.202166,74.44645,82.172082,89.416366,93.351384,100.673887,100,100.4,106.3,110.4,124.7,126,142.1
Vegetables (ND),....Batangas,35.935955,37.988378,41.512117,49.542532,57.11548,61.733432,63.186202,70.530415,72.261375,64.620425,63.52003,66.796489,74.183976,73.139219,82.696588,85.027201,105.07542,103.931751,100,97.4,103.1,103.5,121.7,120.4,131.5
Vegetables (ND),....Cavite,37.652315,38.336041,45.816409,47.271866,60.492824,72.67804,72.948822,75.602491,72.759274,77.078256,78.161386,77.63336,81.241538,81.085838,85.655294,91.186028,92.770106,100.988356,100,102.2,109.9,120.5,134.7,139.8,159.5
Vegetables (ND),....Laguna,32.53994,33.543826,38.816926,37.068221,44.47323,52.261442,51.781088,58.954016,54.852116,55.014033,54.976252,59.936313,64.750648,67.562608,76.063256,86.636442,92.125432,98.904361,100,99.1,100.8,104.5,121.3,117.2,131.7
Vegetables (ND),....Quezon,36.576061,34.883166,40.194325,40.373152,48.295184,57.623987,61.248212,61.564139,59.668574,58.094897,60.699809,66.601097,71.530758,84.603004,87.774201,94.307344,88.549118,99.386028,100,97.7,104.4,105,116.4,121.6,139.2
Vegetables (ND),....Rizal,30.695827,31.602655,35.502608,39.165481,48.23376,61.16643,60.111427,60.348506,56.306306,57.189426,60.099573,64.841157,71.105974,71.27193,84.743954,94.001897,86.670223,101.33357,100,104.2,112.1,113.7,123.7,125.6,141.9
Vegetables (ND),..Region IV-B (MIMAROPA),33.649789,35.343413,40.705579,43.34271,47.872714,55.719644,53.398969,59.142053,58.139944,58.26887,58.538444,63.408345,70.323488,72.063994,77.344116,79.670652,81.211908,92.405063,100,104,115.6,120.9,134.8,138.1,155.2
Vegetables (ND),....Marinduque,33.993056,35.393519,42.760417,43.69213,52.615741,53.726852,53.148148,61.93287,58.368056,60.555556,61.336806,66.018519,69.467593,71.712963,80.046296,84.461806,89.953704,97.199074,100,106.8,119.6,122.4,129.8,132.4,145.8
Vegetables (ND),....Mindoro Occidental,32.231969,32.490253,36.666667,38.77193,40.867446,48.211501,46.276803,50.506823,48.849903,49.210526,51.096491,52.407407,58.494152,58.304094,62.446394,72.090643,77.134503,94.181287,100,102.9,110,108.2,116.9,114.6,129.9
Vegetables (ND),....Mindoro Oriental,30.436198,31.39974,38.144531,40.891927,44.394531,56.386719,56.829427,65.546875,63.079427,62.291667,61.796875,72.597656,78.13151,83.860677,83.665365,77.089844,79.303385,89.082031,100,103.1,108.3,120.3,129.1,126.6,138.7
Vegetables (ND),....Palawan,37.855883,40.444696,43.34845,45.294785,52.066012,59.517511,54.232804,58.415218,59.52381,60.260771,61.394558,62.836987,75.579491,76.215671,86.558327,91.86193,86.495339,95.194004,100,104.8,125.1,126.7,150.4,160.3,185.1
Vegetables (ND),....Romblon,34.547844,38.354364,45.725552,51.235542,54.563617,59.837014,55.962145,58.943218,59.484753,58.622503,56.130389,60.878023,63.091483,61.708728,67.350158,68.817035,74.526814,87.313354,100,103.8,110,117.3,124.2,130.9,140.9
Vegetables (ND),..Region V (Bicol Region),35.981519,39.063556,48.822403,48.444895,53.786342,59.848997,58.282623,61.37593,58.485463,56.079558,60.051837,62.209826,67.613252,72.002479,79.017354,85.823755,87.919766,95.058598,100,101.4,114.2,119.5,137.6,142.5,165.5
Vegetables (ND),....Albay,31.061719,37.766348,53.434974,49.436689,57.531227,69.4771,60.164095,65.49106,61.094783,60.562087,60.360029,63.182709,73.481509,89.376684,92.811658,97.581435,93.197404,97.734509,100,99,114.1,117.1,124.3,124.5,152.8
Vegetables (ND),....Camarines Norte,36.158872,37.63182,44.996561,43.827373,51.169188,59.565566,55.759972,59.107061,58.413572,57.387666,59.645805,66.099266,68.781522,66.569234,73.532783,77.120587,76.197845,88.852591,100,107.5,117,130.5,172.8,180.4,208
Vegetables (ND),....Camarines Sur,43.162092,45.056298,54.128548,54.568379,56.063805,61.159981,60.473845,59.875674,56.321839,57.887638,60.438658,64.373681,70.378841,68.801314,76.260849,82.606146,84.224724,90.194699,100,101.3,117.3,123.2,144.5,151,173.3
Vegetables (ND),....Catanduanes,39.109848,40.205628,56.838474,51.630141,64.089556,79.011093,68.492965,74.96618,90.036526,65.246212,72.368777,74.519751,81.148539,75.622294,89.116613,90.936147,92.965368,100.730519,100,99.7,108.7,110.1,123.1,126,150
Vegetables (ND),....Masbate,35.406276,39.770366,45.755403,48.72714,55.616168,55.065461,61.258313,65.05611,61.362219,54.229011,64.00665,60.489401,62.349335,63.897548,76.075436,81.218828,87.390898,96.7633,100,99.4,109.4,110.4,123,121.7,135.1
Vegetables (ND),....Sorsogon,27.183003,28.36445,37.636134,36.936017,42.084792,48.468495,47.228705,53.456826,49.183197,46.878646,51.273823,53.549203,58.352781,71.781408,73.964411,89.133606,96.15422,102.168417,100,103.1,107.9,113.7,127.3,142.7,160.7
Vegetables (ND),..Region VI (Western Visayas),30.598373,32.93192,38.134232,40.264397,47.468422,49.775209,52.643973,56.813316,57.075573,57.407407,59.419824,60.51702,64.220724,66.045815,79.185399,82.889103,86.020124,97.853779,100,102.9,112.8,111.3,125.2,130.5,143.3
Vegetables (ND),....Aklan,38.440265,38.864307,43.252212,45.980826,51.198378,57.614307,64.0794,65.53589,64.226893,63.48943,66.500737,70.188053,73.740167,77.808505,80.844395,82.196411,84.654621,92.908063,100,107.7,118,111.6,130.4,135.9,135.4
Vegetables (ND),....Antique,32.521118,33.717782,39.089235,43.042019,47.682478,52.117176,54.169374,59.01018,58.219623,55.403942,54.813732,61.663418,64.982673,60.65627,79.672948,94.466104,88.715616,96.523717,100,108.6,118.8,113.4,124.2,125.9,136
Vegetables (ND),....Capiz,31.48349,34.466136,39.636057,45.968908,48.463485,53.621355,57.670523,63.081465,65.256688,67.449988,69.329959,69.83008,72.294529,73.011569,83.309231,84.032297,84.032297,98.409255,100,103.1,118.3,110.1,116.5,124.8,137.9
Vegetables (ND),....Iloilo,28.25089,29.759228,34.420086,35.755106,43.381113,45.606146,47.020798,51.217913,50.201424,49.540941,50.557429,51.925239,56.192618,63.289301,82.597901,84.902567,90.92655,103.096309,100,102,112.6,115.8,129.7,129.3,136.6
Vegetables (ND),....Negros Occidental,30.379395,33.845127,39.586115,40.759902,49.816422,50.155763,52.603471,56.786827,58.344459,60.263685,63.668224,62.805964,66.755674,65.860036,75.033378,78.34891,82.370939,94.631731,100,100.2,107.7,107,122.4,132.6,155.4
Vegetables (ND),....Guimaras,.,.,.,.,.,.,60.953507,64.923168,61.583924,57.466509,58.082151,58.707644,59.10658,60.539795,78.285067,81.816391,84.943853,100.664894,100,105.4,113.6,117.3,125.9,127.3,146.2
Vegetables (ND),..Region VII (Central Visayas),31.115591,31.468414,34.397401,35.696685,45.077285,44.752464,48.891129,48.168683,49.854391,53.365815,56.350806,59.811828,67.1931,69.937276,79.861111,82.252464,87.208781,97.099014,100,105.1,115.2,114.2,127.7,141.4,154.3
Vegetables (ND),....Bohol,40.388769,41.354692,46.052316,45.152388,51.289897,55.807535,50.533957,50.545956,51.451884,54.235661,57.151428,62.077034,71.99424,75.353972,82.781377,84.137269,89.932805,100.383969,100,107.9,123.2,134.7,142.9,145.6,155.3
Vegetables (ND),....Cebu,22.122264,22.458965,24.494949,26.430976,33.549032,36.211069,46.170034,42.871423,44.933712,50.799663,53.614268,55.050505,63.126052,66.045875,75.526094,79.813763,85.669192,96.880261,100,104.4,113.9,107.8,124.4,144.3,160.2
Vegetables (ND),....Negros Oriental,38.826554,38.306452,40.819308,43.256194,61.699392,49.36302,52.150538,55.662693,57.608696,57.28144,60.787751,66.754324,70.108696,71.254091,85.150771,84.835203,86.313698,93.238663,100,105.5,113.5,118.6,126.4,130.9,137.9
Vegetables (ND),....Siquijor,37.962963,40.400711,46.495083,47.462858,51.747227,50.376648,52.31743,56.214689,55.947897,55.27307,57.967148,61.712701,62.758945,70.752249,79.498849,82.836367,95.114041,101.203181,100,100.7,112.6,108.2,128,124.2,126
Vegetables (ND),..Region VIII (Eastern Visayas),35.527235,39.053771,47.707169,47.037942,53.392691,56.482775,58.426443,63.564944,60.079143,61.184823,62.360335,64.699721,69.844041,70.95554,83.228585,86.877328,88.925745,97.200885,100,102.9,114.5,113,118.4,126.7,135.7
Vegetables (ND),....Eastern Samar,25.252366,29.26919,43.91693,45.573081,47.365931,53.144059,58.443743,62.828601,60.452156,59.053628,58.685594,58.911672,63.086225,63.333333,79.037855,80.42061,80.394322,92.218717,100,106.9,127.3,123.1,130.6,135,143.9
Vegetables (ND),....Leyte,35.200364,39.640255,49.197404,47.745902,54.405738,56.369536,56.443534,64.110883,58.378871,60.92327,60.87204,63.689663,68.311703,70.241348,80.82878,86.281876,89.184882,96.681466,100,101.5,104.7,101.4,103.2,109,115.5
Vegetables (ND),....Northern Samar,41.797283,46.460293,52.651515,50.933908,57.471264,64.563741,61.579154,63.21186,63.05512,64.224138,70.206374,72.159091,78.389498,79.173197,96.545193,94.043887,93.756531,101.795977,100,102.4,126.5,125.5,142,160.1,174.1
Vegetables (ND),....Western Samar,41.438008,42.73374,49.428354,46.887703,51.454522,58.12373,64.106961,67.765498,65.370935,65.383638,66.380843,69.112043,76.206809,75.050813,89.170478,88.725864,87.601626,97.497459,100,106.1,129,133.8,136.4,142.1,159
Vegetables (ND),....Southern Leyte,29.176967,29.558096,34.198599,39.652864,51.648125,46.199011,50.834363,52.662752,54.506593,52.992377,55.52637,57.488669,61.804697,64.534405,71.605892,84.780593,91.857231,96.626494,100,106.9,126.5,136.5,149,173.6,172.9
Vegetables (ND),....Biliran,.,.,.,.,.,.,66.765252,71.630712,61.244491,62.920436,62.462306,65.530039,69.583623,70.059151,80.317792,83.263744,89.283229,100.179773,100,101.6,113.9,111.7,116.6,123,132.1
Vegetables (ND),..Region IX (Zamboanga Peninsula),31.362968,34.531316,38.666456,41.314628,48.470996,49.700504,51.770702,50.325767,55.122951,53.215637,56.168558,59.709962,63.051702,70.418243,85.892182,86.417612,92.244641,101.287306,100,102.5,111.5,115.4,127.2,132.2,144
Vegetables (ND),....Zamboanga Del Norte,32.392812,31.094998,34.410467,37.226776,45.449769,48.108449,47.336066,46.153846,52.332913,51.812736,58.012821,61.449138,63.056957,70.843842,77.737495,77.511559,86.74338,96.668768,100,107.5,123.4,119.4,121.4,130.3,146.1
Vegetables (ND),....Zamboanga Del Sur,31.753062,38.921697,43.952318,46.54965,53.08399,53.105862,57.387358,55.692257,59.574584,56.490595,57.010061,60.766623,65.616798,69.870954,88.916229,88.795932,92.246282,102.837927,100,101.2,107.7,114.8,130.9,135.4,144.3
Vegetables (ND),....Zamboanga Sibugay,.,.,.,.,.,.,.,.,.,.,.,.,63.09674,71.661409,98.638275,101.640379,105.247108,109.116719,100,96.6,104.6,109.7,119.2,117.2,134.8
Vegetables (ND),....City of Isabela,.,.,.,.,.,.,.,.,.,.,.,.,50.517938,64.426478,79.951996,78.646623,79.286677,96.03335,100,111,116.3,119,132.5,143.3,160.5
Vegetables (ND),..Region X (Northern Mindanao),28.691381,31.099493,35.577736,37.072243,49.086396,49.192015,48.685044,51.415294,50.844951,52.165188,55.291508,57.504225,63.366075,69.301859,81.606464,83.803338,91.4079,110.350655,100,106.8,116.6,120.8,132.1,132.8,140.4
Vegetables (ND),....Bukidnon,22.538678,24.046238,28.190928,29.425985,42.602848,39.72398,38.726266,42.246835,41.868847,42.668776,46.699191,48.663854,52.738221,59.968354,68.864276,71.316807,80.977496,109.783755,100,105,115,120.6,123.5,123.5,130.1
Vegetables (ND),....Camiguin,27.731133,27.354758,29.096699,29.579232,36.286431,41.386798,41.420575,42.75719,42.144374,44.40745,45.623432,51.698514,57.91353,60.760471,73.441421,81.905038,92.154024,101.138776,100,103.6,107.9,109.7,125.3,132.3,132.6
Vegetables (ND),....Lanao Del Norte,33.193226,34.234893,41.027047,42.653509,55.79922,53.95346,53.996101,59.307992,61.549708,61.750731,61.123294,64.321394,73.093324,76.05385,91.843324,92.172271,93.829191,106.755604,100,106.7,114,112.6,125,127.3,138
Vegetables (ND),....Misamis Occidental,39.131338,49.833749,54.343308,56.705459,59.455528,77.666944,72.256858,73.6977,72.118315,74.702134,79.350236,78.041009,83.12552,88.819618,107.668329,111.332779,116.832918,116.936825,100,109.9,131.2,142.1,154.1,155.7,184.1
Vegetables (ND),....Misamis Oriental,37.014624,37.279375,41.780131,43.425366,58.446798,54.986132,59.285174,59.114977,57.028492,59.486889,61.163641,65.557237,75.617751,80.023954,95.66944,96.274584,102.407968,110.640444,100,107.3,115.5,120.2,135,134.9,137.2
Vegetables (ND),..Region XI (Davao Region),32.901195,33.850832,37.958813,39.954119,47.001707,47.572557,49.327785,49.855954,50.416133,51.461801,56.754161,59.533717,64.009816,69.179471,77.950277,83.402689,87.649381,100.901622,100,105,113.6,117.2,123.3,122,122.5
Vegetables (ND),....Davao Del Norte,32.265537,32.988701,36.141243,37.841808,46.497175,45.813559,48.751412,50.276836,51.502825,50.011299,56.316384,60.293785,67.785311,71.79661,85.40113,85.587571,89.299435,103.451977,100,102.9,111.2,118.3,123,125.7,118.5
Vegetables (ND),....Davao Del Sur,33.749736,33.644318,38.198398,40.754797,46.969218,48.914189,51.518027,50.864432,52.730339,55.392157,59.85136,60.388994,63.235294,67.473118,74.915665,81.794223,87.18638,101.296648,100,104.8,115.1,118.2,123.8,117.9,121.2
Vegetables (ND),....Davao Oriental,31.342932,34.594391,39.478637,40.918502,46.343874,46.602673,45.379258,46.009787,43.134764,46.160361,50.799925,54.997177,56.460568,63.321099,71.673254,79.771316,86.109543,98.324864,100,108,115.3,122.6,137.6,144.8,138.1
Vegetables (ND),....Compostela Valley,.,.,.,.,.,.,.,.,.,.,.,.,69.887025,75.79781,83.630328,88.021197,88.632658,100.745399,100,107.5,107,103.6,108.8,121.5,125.2
Vegetables (ND),..Region XII (SOCCSKSARGEN),38.876625,39.318126,46.345352,49.313221,59.050773,55.702723,58.327201,59.308315,61.26441,60.381408,64.07898,67.592593,73.583517,77.47118,88.091734,88.796909,92.402502,103.636252,100,102.4,110.8,116.4,135.7,137.1,144.2
Vegetables (ND),....North Cotabato,35.211524,33.448821,41.733528,43.064673,51.233893,47.070265,49.525894,51.592512,52.267202,52.370532,60.065646,63.512035,72.945539,79.522247,90.754923,89.314369,90.353756,101.495259,100,101.4,114,120.7,140.1,142.2,155.3
Vegetables (ND),....South Cotabato,35.998603,38.553305,42.912011,46.840084,57.949255,54.876629,58.077281,60.119879,60.445764,62.325419,65.619181,65.875233,69.832402,72.800279,86.179004,83.670857,87.075186,98.911778,100,103.4,107.1,111.9,136.5,136,141.8
Vegetables (ND),....Sultan Kudarat,44.858294,46.223349,54.00416,59.958398,71.26235,68.083723,70.690328,66.081643,69.468279,69.156266,71.034841,76.560062,78.00312,78.958658,86.459958,91.829173,97.328393,110.679927,100,101.5,115.7,120.1,130,136.1,141.6
Vegetables (ND),....Saranggani,.,.,.,.,.,.,59.948552,63.33453,69.568078,62.520938,61.713329,66.57095,71.799474,75.628141,86.420196,89.184015,96.374731,103.403924,100,105.6,115.1,128.8,146.9,139.8,138.9
Vegetables (ND),....City of Cotabato,50.958529,48.06338,60.335159,57.094418,62.030516,60.648148,60.680751,64.025822,62.578247,61.769692,63.412885,67.657799,78.253782,81.351069,90.284298,91.079812,92.827334,106.311946,100,98.8,106.4,107,116.5,126,132.7
Vegetables (ND),..Region XIII (Caraga),28.091316,29.001424,34.640024,36.368721,40.543014,44.625788,45.718934,47.229001,46.43075,47.279845,50.798251,55.150498,61.012813,65.070165,83.429937,86.20602,92.256457,106.197885,100,101.6,108.2,112.9,125.6,134.4,139.7
Vegetables (ND),....Agusan Del Norte,31.193439,32.616893,39.77187,39.93684,44.461727,52.460407,53.860294,54.689857,48.666101,45.093326,47.643288,51.385747,56.551659,60.030166,75.499623,83.422888,93.707579,108.936652,100,101.4,101.6,104.8,125.2,134.4,145.4
Vegetables (ND),....Agusan Del Sur,28.194953,29.253154,34.976597,36.777574,39.245014,44.775132,45.604396,47.827635,48.087098,49.079162,52.355515,56.567969,61.055149,64.000814,87.871388,90.206553,97.008547,112.301587,100,100.4,107.1,113.8,123.6,139,131.5
Vegetables (ND),....Surigao Del Norte,24.49236,25.658424,27.955368,31.051468,38.364495,40.75191,44.240048,45.607157,45.114596,46.250503,48.100121,51.507841,60.318657,64.460193,75.512666,80.08645,89.128468,96.712907,100,102.9,112.2,120.1,129,138.6,144.2
Vegetables (ND),....Surigao Del Sur,29.685535,30.041929,37.505241,38.658281,42.840671,44.95283,44.371069,45.188679,44.350105,46.221174,51.593291,57.002096,62.898323,68.647799,85.445493,85.927673,87.416143,103.668763,100,101.8,116.6,119.9,127.2,130.6,139.3
Vegetables (ND),....Dinagat Island,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,101.8,104.4,107.9,117.2,119.1,122
Vegetables (ND),..Autonomous Region in Muslim Mindanao (ARMM),25.274903,27.592712,31.36589,32.637991,37.090341,42.529107,46.232212,50.819319,51.412247,53.002372,54.576326,57.912893,64.677663,68.181328,77.905347,84.680897,91.025226,99.396292,100,103.5,110.1,117.6,124.4,135.3,151.3
Vegetables (ND),....Basilan,36.971034,39.754469,41.50826,43.02444,43.697669,55.06902,58.689749,61.580674,62.610319,63.413668,63.764426,66.236705,67.883005,69.28038,86.840914,89.217017,93.092329,94.370898,100,108.4,115.9,120,129.4,149.5,159.5
Vegetables (ND),....Lanao Del Sur,23.886329,27.022529,30.145929,34.549411,40.616999,44.521249,50.947261,60.387865,61.507937,63.914491,64.656938,65.335381,76.785714,77.444956,85.099846,90.77701,93.823605,99.129544,100,101.5,107.8,118.3,124.7,134,140.7
Vegetables (ND),....Maguindanao,26.455353,25.250781,27.960039,27.133695,30.911857,34.320013,38.464068,40.075645,39.368525,41.621444,44.614373,50.398783,49.342213,54.773064,66.662556,72.352409,79.312613,101.660911,100,105.7,111.5,125.1,135.4,139.3,158.7
Vegetables (ND),....Sulu,19.465216,21.974847,31.446862,30.506458,38.142987,41.513709,43.536143,47.581011,49.048266,50.526852,52.005438,55.891684,67.997961,70.456605,74.314525,88.227963,101.977113,108.061409,100,101.2,105.5,107.3,108.5,125.6,153
Vegetables (ND),....Tawi-Tawi,23.629498,27.257298,28.042261,27.842838,29.6037,37.071453,37.419382,37.864902,36.973863,37.215716,40.771385,47.394773,50.933469,60.353021,73.922267,77.6222,81.725221,90.55499,100,106.9,117.7,113.2,121.1,137.1,169
Meat (ND),PHILIPPINES,47.477124,49.477124,52.058824,54.124183,57.588235,59.594771,59.980392,63.091503,63.816993,64.183007,71.980392,76.339869,78.418301,80.823529,87.313725,92.588235,96.490196,98.620915,100,102.1,106.7,108,109.4,114.2,121.3
Meat (ND),..National Capital Region (NCR),50.322538,52.349921,55.167193,57.648763,61.012375,61.54555,60.373881,64.823591,64.422064,64.968404,72.939705,77.053712,78.988942,82.227488,88.335966,93.634808,96.557399,98.387309,100,101.7,106.5,108.3,111.3,117.7,125.4
Meat (ND),..Cordillera Administrative Region (CAR),47.78,50.46,53.38,55.233333,58.473333,62.313333,65.38,67.113333,67.16,67.026667,74.046667,78.433333,80.013333,81.546667,88.706667,94.1,97.733333,98.546667,100,102.7,106,106.5,107.6,111,117.1
Meat (ND),....Abra,48.76136,51.81032,55.562885,56.339783,61.287013,63.844914,67.172383,70.62445,71.379361,72.390794,81.449721,87.342422,87.950748,88.59572,97.947816,100.249194,98.277631,100.080622,100,100.5,102.8,103.8,102.7,105,108.6
Meat (ND),....Benguet,47.876448,50.250965,53.635779,56.402831,59.96139,63.494208,66.731017,67.670528,67.123552,66.396396,71.042471,74.7426,77.239382,79.485199,85.598456,90.752896,96.357786,97.676963,100,101.8,105.9,106.2,108.6,112.5,118.6
Meat (ND),....Ifugao,46.646424,50.479082,52.65857,52.968961,55.404858,60.276653,60.047233,62.692308,63.839406,64.439946,74.682861,80.769231,80.964912,81.585695,89.318489,98.407557,102.361673,100.161943,100,108.4,110.3,111,108.4,111,118.1
Meat (ND),....Kalinga,49.056882,51.142057,51.591512,51.119953,52.674624,59.070144,64.441497,68.744474,69.93074,70.969643,84.799587,90.333039,88.409962,88.874153,96.330681,103.087238,102.630416,100.478927,100,106,107.6,107,105.3,109.3,117.2
Meat (ND),....Mt. Province,48.447908,52.39142,55.462297,57.680522,59.672262,62.909672,65.447642,65.700773,65.940581,66.413536,76.312284,79.349853,79.942712,81.654676,90.194511,95.350386,96.982414,96.989075,100,101.9,104.5,105.9,107.3,109.7,115.8
Meat (ND),....Apayao,.,.,.,.,.,.,54.423173,57.638889,58.483483,58.226977,65.596847,70.958458,75.075075,73.185686,84.434434,90.628128,94.400651,100.087588,100,106,107.7,109.4,107.2,104.2,110.8
Meat (ND),..Region I (Ilocos Region),46.406543,48.739608,50.415661,51.2738,55.122017,58.011531,59.17136,62.590507,65.030839,64.112363,73.786538,78.640386,80.457227,82.334406,88.884419,94.227675,98.699383,99.805578,100,100.6,105.8,107,107.3,111.8,117.5
Meat (ND),....Ilocos Norte,48.038787,50.116652,52.384077,53.536016,56.503354,59.827938,62.139108,66.097988,70.457859,69.539224,80.927384,85.680957,87.481773,86.657918,91.498979,96.580636,99.839603,99.453193,100,100.7,102.9,104.8,105.2,106.6,112.8
Meat (ND),....Ilocos Sur,44.773897,46.466288,48.443,49.038722,52.071487,56.492012,58.813972,61.80612,66.023558,66.76821,74.817222,79.34606,81.255077,82.270512,89.168698,93.426753,99.099648,99.53967,100,102.9,106.2,106.8,105,112.3,116.3
Meat (ND),....La Union,46.24935,49.01196,50.390016,51.378055,55.213209,58.203328,59.054862,62.467499,61.121945,62.799012,71.899376,75.026001,77.99662,81.155746,86.771971,93.941758,96.119345,98.543942,100,101.4,104.5,105.6,106.8,109.9,114.1
Meat (ND),....Pangasinan,46.523923,48.969072,50.522072,51.348136,55.656886,57.95004,58.617499,62.020883,64.657679,62.417394,72.376421,77.894528,79.30875,81.674597,88.805181,93.953212,99.081417,100.323817,100,99.7,106.6,107.8,108.6,113.3,119.8
Meat (ND),..Region II (Cagayan Valley),46.90311,49.22899,51.040864,52.165253,54.529684,58.802364,60.177332,62.985094,63.730403,63.781804,71.466204,76.105114,77.126703,77.929838,85.774865,92.797481,98.560781,100.539707,100,104.3,108.8,107.9,107.4,112.2,118.8
Meat (ND),....Batanes,46.206714,48.453608,49.365583,52.1742,56.806767,64.201692,64.895586,66.025641,66.798837,68.02802,71.543748,76.011102,79.295533,82.434576,88.349194,96.140629,97.164948,97.521808,100,103.4,104.5,108.7,113,114.5,116.4
Meat (ND),....Cagayan,38.221903,41.115504,42.882818,43.979152,46.824826,51.60556,52.74982,55.799185,56.601965,56.793674,67.056075,70.758447,71.91469,73.286604,83.806614,90.168943,95.416966,100.880661,100,103.1,106.7,107.1,105.8,108.1,112.8
Meat (ND),....Isabela,52.517223,54.643614,56.087705,56.975358,59.0885,63.268415,64.672761,67.488076,68.249868,68.422099,72.913355,78.192899,79.504505,79.418389,85.208002,93.6407,100.556439,100.980392,100,104.8,109.6,107.4,107.3,114.6,122
Meat (ND),....Nueva Vizcaya,49.78512,51.766049,54.71394,55.492882,58.051303,62.154177,63.79264,66.048885,66.13618,65.491539,75.671501,80.425732,80.586892,82.775987,90.86758,94.695138,99.362074,98.039216,100,104.7,109.8,109.8,108.8,110.9,117.5
Meat (ND),....Quirino,49.427428,50.048289,52.918046,57.388245,57.684879,59.340508,61.548013,64.093543,65.969923,65.562914,78.428532,83.367826,82.76766,84.257726,91.501104,98.461645,100.248344,100.096578,100,103.1,107.6,110.6,111.9,114.2,121.4
Meat (ND),..Region III (Central Luzon),47.335958,48.28084,50.885827,53.412073,57.749344,59.389764,59.422572,62.979003,63.070866,64.094488,72.604987,75.853018,78.733596,81.207349,88.274278,92.972441,95.853018,98.353018,100,101.7,106.2,107.7,109.6,114.6,120.4
Meat (ND),....Bataan,51.44524,52.857332,55.741183,56.245028,61.197295,64.339698,64.823654,66.500928,67.389287,65.75179,74.105012,78.6131,79.574383,82.2262,88.424821,94.159374,98.243172,99.078494,100,101.6,104.9,107.2,108.7,113.3,119.1
Meat (ND),....Bulacan,50.292756,52.464597,54.452614,55.691721,59.327342,61.090686,61.349401,65.155229,65.420752,69.328704,76.845044,79.813453,81.699346,84.490741,90.400327,93.756808,98.849401,100.279139,100,102.3,106.3,107.4,113.1,116.7,122.9
Meat (ND),....Nueva Ecija,40.66382,43.62707,49.094203,54.490166,58.482143,58.009834,59.23913,62.63587,62.189441,61.018375,70.788043,73.874224,77.646222,81.534679,88.968685,95.173395,93.83411,99.139493,100,100.5,105.7,106.6,106.8,109.7,110.9
Meat (ND),....Pampanga,46.433991,44.954476,46.465604,49.228629,54.830551,56.373293,56.594588,60.584219,59.989884,60.93829,70.080931,72.553111,75.872534,76.928427,83.845473,89.068032,89.567527,94.044006,100,101.9,107.2,110.4,111.4,118.2,125.9
Meat (ND),....Tarlac,47.473201,47.415773,49.495916,52.501276,56.004339,58.594946,56.004339,59.590352,59.896631,59.820061,66.826187,71.190658,76.576059,80.155692,90.492598,94.193466,100.414752,99.227922,100,102.1,107.1,107.5,107.6,114.8,124.4
Meat (ND),....Zambales,51.104586,52.013423,54.767897,55.571868,59.836409,63.380872,62.814597,66.547819,68.763982,68.847875,79.131711,82.934843,83.892617,84.472875,92.365772,96.280761,101.565996,102.544743,100,100.9,104.6,104.2,105.1,111.4,116.3
Meat (ND),....Aurora,44.682413,47.124366,49.726448,52.989058,56.09154,57.859621,57.299173,59.98799,61.969576,63.030424,70.943421,77.955698,80.070723,80.551108,84.367494,91.266346,101.487857,101.407793,100,102.6,106.8,107.7,109,109.8,112.4
Meat (ND),..Region IV-A (CALABARZON),49.318242,51.125232,53.984644,56.321154,60.510988,62.245168,61.887742,65.051628,65.852528,65.965052,74.027006,78.097697,79.428118,81.427059,87.960021,93.420704,96.518401,99.887477,100,101.4,106.4,106.4,107.1,112.6,118.1
Meat (ND),....Batangas,46.276312,48.967493,52.664535,56.055156,59.245937,62.516653,60.811351,64.14202,65.094591,65.007994,72.46203,77.431388,79.942712,82.387423,90.274447,94.724221,96.322942,98.714362,100,101.2,104.9,104.6,104.4,109.3,113.4
Meat (ND),....Cavite,50.097733,52.37816,54.808444,56.183216,61.25228,61.903831,62.138389,65.813135,65.48736,65.800104,73.436278,76.681001,78.186083,79.919208,87.92025,92.611415,98.038832,100.091217,100,100.5,105.7,107.1,106.1,112.7,119.7
